id,tweet,subtask_a
28518,@USER Then your gonna get bitten,OFF
57434,"@USER @USER @USER @USER @USER @USER @USER For example, I don't think that liberal imposition or inauthenticity"" is the issue here. The issue is that of borders and citizenship - liberals assume the same rights and equalities arguments apply across borders that apply within borders. But that is not a widely shared view.""",NOT
38241,@USER He looks like the ANTIFA President?,NOT
48529,@USER @USER @USER Alaska Girl chiming in...if Murkowski votes yes she is done for!! From what I know most native tribes have told her to vote no! Kavanaugh on scotus would decimate Alaska Natives!!,NOT
38280,@USER @USER send in some of your antifa super soldiers to sort these Tommy Robinson fans out.,NOT
97893,@USER is for everyday working men and women. Vote Republican and keep Trump and his policies.  A vote for a @USER will cost you money folks. #MAGA #WINNING URL,NOT
77529,@USER Woodword's book is slander.  He is nothing but a Clown Tool!,OFF
42005,@USER How many more??? This country MUST address sensible gun control! This is more than ENOUGH!!!  VOTE BLUE! GET THIS GARBAGE CLEANED OFF OUR STREETS!,OFF
25305,@USER It appears to be paired with a WOO-HOO so he must think he is on his way to a brothel.,OFF
70652,@USER @USER @USER She is mentally unstable.,OFF
60071,@USER Character and Clinton. Cartoon maybe,OFF
68336,@USER Yup total gun control works just fine.  Well not in Mexico.,NOT
58551,--; @USER Good friends are like stars: You don’t always see them but you know they are there. You are a star in my life. ☆ URL,NOT
12602,@USER @USER @USER @USER @USER @USER @USER @USER @USER I like that they aren't mincing around with her. I do not understand why she is denying doing porn.,OFF
68627,"@USER How many are willing to testify under oath that they actually knew Kavanaugh? How many would testify to having said NO"" to Kavanaugh? Until you have said ""no"" to man, you do not know what he is like.""",NOT
35933,"@USER @USER @USER @USER @USER FEMA has contacted the Senator and was told.its a TV hit you take them when you can"" He Is a liar.  If he had a set... he would put on his big girl panties and tell the truth!""",OFF
66631,@USER But I thought Antifa were actually fascists but this shows Rethuglicans are the actual fascists in the room.,OFF
47401,@USER What you thinking about ?,NOT
70446,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER So absurd.  The left has been fielding violent feminists and communists in the form of Antifa to attack the very peaceful transition of power for more than two years.    I wonder if it will ever occur to you that you are the bad guys?  I doubt you have the moral fortitude.,OFF
98470,@USER Why r u still pushing this. He is burnt. He has been outed as a sexual predator and Feinstein is ur new hero. Mondy there will be a list of women a mile long that he raped or worse. It's all Trumps fault.,NOT
26783,Anyone surprised? @USER  #CloserNation  #MAGA #QAnon URL,OFF
10826,@USER Reports reaching you? But you tweeted earlier that you are at the Kaduna Stadium,NOT
60023,@USER You are an amazing mom❤ URL,NOT
49939,@USER Not if you are from Wisconsin. And it’s a bubbler. And duck duck goose.,OFF
21597,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Followed all MAGA,NOT
21612,@USER Can we please now be honest with ourselves and acknowledge this trans stuff is a mental disorder? And NOT normal human behavior?,NOT
23818,"@USER Good liberals will allow a rapist"" to continue serving on a federal district court while his victim continues to suffer?    But...you said....you said....""",OFF
35823,@USER Then why are you pretending to be something your not???You are a phony and all your lies won't change that!,OFF
50664,@USER @USER @USER @USER @USER No it's genetic.   Being racial isn't racist  This was co opted by the liberals and twisted into something it's not.   The actual definition of racism is thinking one race is better or inferior to another race    So (looking out for your own race) doesn't meet the definition,NOT
11075,@USER Beer can red cabbage also owns the conservatives URL,NOT
77455,Give me a break!!  #Unbelievable #liberallosers #Trumpman #MAGA #DrainTheSwamp URL,NOT
46203,@USER @USER So is Marr really a member of the Labour Party? And Attlee and Orwell said they were conservatives? I am interested in why you think Labour is conservative.  However I don't see liberal as the opposite of conservative. Liberal poltics and economics are both right wing. Imho :),NOT
58382,@USER @USER @USER @USER Seriously 😂 no word of a lie though I am all done with live feeds after she is evicted. I cannot handle another second of all the other houseguests,NOT
17946,"@USER She is never been tortured"" She was ans still be a crminal, terrorist, must be in jail!""",NOT
25800,@USER Behar..Aren’t you Jewish?  Do you really “NOT KNOW”...that you are supporting and siding with Nazis?  The Dems have been running Hitler’s Playbook for years!  WHY DO NEW YORK JEWS SIDE WITH NAZIS ? You Speak Against Israel.. WHY?  Are you Pandering in case they do take over? WHY?,NOT
35887,@USER I feel as guys we rush into something because of how a girls looks. Without really knowing how she is. And once having her. Knowing her for who she is and realizing you dont want that without thinking of the implications or damage it can do to the girls mind.,NOT
36639,@USER She mocked SJWs and the KKK with extremely clever satire. The fact you don’t have a sense of humor or are too stupid to get it is our fault. None of that means you get to denigrate or lie about her or her motives. She is a Native American woman and you are a bigoted misogynist.,OFF
68055,"@USER @USER @USER Medically this kind are known as Histrionic Personality Disorder"".BTW If she is brave enough to continue this heroineics with other holy books,then I will accept that India is definitely changing.""",NOT
82801,"@USER @USER @USER However if by at the top"" you mean Senior Engineers generally, then you are *once again* confusing individual competence - which surprise surprise hasn't changed - with organisational structure and competence. Good people thrive in a structure that allows things to get done""",NOT
35959,@USER @USER @USER Are you saying he is a turkey chocker 😶,OFF
48319,@USER @USER @USER I'd trust mark Dobson over you sorry lot running ( I use that term loosley) our fine city. Stop behaving like a petulant 6 year old and start doing what you are elected for.,NOT
14239,@USER @USER Such delusional liberals..! So twisted with hate you can't even acknowledge the U.S. Airforce..!!,OFF
34178,@USER @USER She is better than all this shit. She is better than anything. ❤️,OFF
47703,@USER Comes with the territory but I’m going to say it’s the same leftist that control antifa...just to make more out of it than it actually is! Just saying,NOT
57197,@USER @USER @USER @USER This is why I don’t like liberals they don’t have a civil conversation or come with evidence just feelings and out of context quotes.,NOT
94756,@USER damn what i would do to be able to eat that pussy,OFF
13389,@USER I think liberals call that a front hole now. Been having fun with that one.,NOT
90701,@USER What exactly is it about Willy that anyone with half a brain would consider conservative?   The guy is literally a poster child for Liberals,OFF
69315,@USER No worries Lou👍 God’s Hand is directing the TRUMP AGENDA and He will not be thwarted by Satan💥 GOD’s timing is not our timing. He is slowly revealing the Deep State SWAMP creatures‼️#REDtsunami2018 #TRUMP2020🇺🇸,NOT
68054,@USER He is correct,NOT
83474,@USER @USER Sharyl Attkisson is NOT the MSM!  She is a truth-teller.,NOT
20770,@USER @USER Queen Of Rap 😛 Other Bitches can knot relate,OFF
49300,@USER Well your a tool for the liberals so I’m not surprised you don’t see. Pretty much a tool in general...,NOT
84125,@USER @USER She is great,NOT
78482,@USER I love her! She is the sweetest! 💕,NOT
45452,@USER Ah that’s shite. Can’t understand why people go to a football match to do their best impression of a mute.   I’m trying for tickets in the Kop next chance I get because I assume the Main Stand has more or less the same atmosphere as the Kenny.,NOT
66373,@USER I would be worse than her licking that ass,OFF
77620,@USER So a pathological liar is going to give the Judge a lecture on credibility because the judge won’t admit to something he didn’t do...   and we are the stupid ones.... 😳   And liberals have no shame in the ignorance of their elected representatives.,OFF
83576,@USER @USER @USER We have a stupid problem. Conservatives don’t just hate studies by smart people  (smart people suck) that show data (data schmata) and facts (#fakenews) but just being near one can turn somebody into a nitwit. #cdnpoli,OFF
91209,@USER @USER Funny how liberals change their tune about women accusers based SOLEY on their political persuasion!   Isn’t there a term for that?   Oh yeah!   #HYPOCRITICAL!,NOT
83336,@USER SHE IS CUTE I LOV HER,NOT
21734,@USER BITCH,OFF
17441,@USER @USER Kisses!😘😘,NOT
94416,@USER @USER @USER @USER Welcome guys!!!,NOT
28731,@USER He is not to be trusted,NOT
57625,@USER If Jamie Oliver fucks with my £3 meal deals at Tesco I’ll kill the cunt,OFF
40567,@USER I CARE THAT HE WAS MURDERED. I don't care whether he had some weed in his home (like a whole lot of Americans do) any more than I'd care if you said he had 100 pairs of socks. He is the victim. You are trying to smear the victim. You are despicable.,OFF
76395,@USER He is like a cheap plastic version of a real president.,NOT
41459,@USER @USER They didn't actually they engaged in an extortion racket via austerity and borrowed like no other,NOT
31178,@USER If its a papercup where is the cake 🎂 URL,NOT
34911,@USER You are agent of #Crypt #agentofChaurch . So don’t speak on temples. @USER @USER @USER,NOT
77103,@USER Haven't set any expectations on him... he has set his own goals chasing his own dreams..  he has asked those questions from the doctor and making decisions with advisement from me his parent... he is growing to be his own man,NOT
29044,.@USER   #Medicare is NOT #Medicaid ...  Liberals STEAL from the elderly and disabled to pay for   #WelfareFoAll,NOT
17252,@USER @USER He shall know your ways as if born to them.,NOT
32074,@USER @USER @USER I should wash your mouth out with soap for saying that! I have the utmost respect and admiration for our cops. I don’t have that for dirt bags who would break into my home.  Gun control means a steady hand not an empty one. Go talk to Antifa buddies about being a drain,OFF
73253,@USER Sexy,NOT
84306,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER She's not who she claims she is. That's the logical (and humanitarian) explanation.,NOT
17811,@USER HE IS A RUSSIAN SPY /HAVE RECEIVED MUCH MONEY FROM PUTIN.,OFF
39492,@USER @USER Well he's a liberal so that explains it. Who knows the shooter may be a liberal as far as he knows. Liberals are very hateful violent people and must be defeated!,OFF
42444,@USER That strict gun control is sure helping in California🙄,NOT
62710,@USER You are not alone.   I am here with you.   Razzinfrazzinmaggle,NOT
40412,@USER @USER No news. orgs. are giving Faith Goldy the time of day. That's simply wrong. She may not have the experience of the other two useless fools but she cares and she is no one's fool.,OFF
26986,10th duet with my cutiee angel @USER 😘😍💕 she is damn awesomee in this 💕💕 her  expressions 😘just killing 😍love to do this 😍😉🙌 nly for u #mybubblygirl #anupama #dreamgirl #BCO love u my cutiee doll💕😘 URL,NOT
90035,@USER @USER Can you show me gun control organisations that are exclusively trying to take away guns from black people??,NOT
71929,@USER i just gave Beto $100 and you all should as well.  Trump called Ted's wife ugly and he is still licking his boots for help with reelection.,OFF
39763,GOP in striking distance to retake Franken seat #MAGA URL,NOT
39852,@USER Prayers for your wife. I too had Colon Cancer..having bowel problems so apt w/GI after my Oncologist. So I know what she is going thru. Prayers for you both. Remember God is in control.,NOT
31157,@USER WHERE DO YOU FIND ANTIFA IN CHICAGO,NOT
35524,Was this a threat from @USER #DangerousDemocrats #maga URL,OFF
44447,@USER Please tell the type of suede you are using for these pants to be $474.00. Must be shipped straight from Russa #GAPBeLike URL,NOT
66579,@USER @USER Liberals cannot imagine a circumstance where they are forced to defend themselves or their family from violence.  They imagine such an eventuality to be beyond the realm of possibility and they foolishly believe that the police will arrive quickly enough to save them.,OFF
31691,.@USER talks books + she is giving away a copy of her new book @USER #writerwednesday URL,NOT
78863,@USER 😂 liberals know how the avg voter feels like with the bs govts says n dnt do after,NOT
29979,@USER @USER Liberals own education in this country.  The faults of education lies on the federal socialization of our schools and the unions power over school boards.  Look where the worst schools are...,NOT
37069,@USER @USER @USER @USER @USER I didnt know my statement was for your entertainment but the root of this problem is conservatives dont root for Serena even though she is the greatest America female tennis player to play the game. So of course they will side with the ref and it all stems from racial resentment,NOT
42200,@USER great job winning this debate tonight !!!! You are clearly the best candidate for us. Can’t wait to vote for you on Tuesday.,NOT
47663,@USER She is beautiful,NOT
58523,@USER Let me borrow yo shit first 🤣,OFF
19339,@USER It seems that @USER holds the whip hand when it comes to governing the @USER and Brexit.,NOT
66864,@USER WOW!  That lie'n bitch is at it again. URL,OFF
63440,55-YO UP Woman Sells Portion of Her Own House to Rebuild Road In Village! - The Better India URL,NOT
81684,Shocking Undercover Video Exposes Communists Inside Government: “I Break Rules Every Day” - Sara A. Carter URL #MAGA  #WWG1WGA,NOT
12303,14. how kind she is,NOT
61225,@USER Oooohohohohohoh you are in for a wild ride!,NOT
34454,@USER @USER I got on and saw only 5 ratings. Where's the one you posted? Are you having internet connection problems? Is the #DeepState on to you too?,NOT
41913,@USER @USER All the news outlets can continue to write stories about Michael Moore and what he says but I’m one of the millions that don’t really give a hoot about Michael Moore and what he says,NOT
24298,@USER Stfu bitch lol why u Salty I’m tryna get twitter famous ya know,OFF
19178,@USER @USER The fact he committed perjury in confirmation hearings should have got him booted out by now. Unfortunately the GOP seems to think it is OK to lie if you are on their team.,NOT
33027,@USER Gosh dangit!!!    IF we only had reasonable replica gun control this craziness wouldn’t happen!!   😉,NOT
43335,@USER ...@USER is 100% correct and should be applauded for criticizing our inept and corrupt President - not denounced for it.....@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER,OFF
46678,@USER You turn a dull Tuesday night into a super sexy one! So hot! 🔥🔥🔥,OFF
47804,@USER But not as despicable as her own.,OFF
24730,@USER @USER @USER it’s too bad california doesn’t have any common sense gun control laws that prevent criminals from doing illegal things.,NOT
49896,@USER @USER Without question Professor Ford is troubled that's being polite. Half the women in the world (probably more) have been groped at one time or an other  and don't hold on to it for 40 years. This is obviously a political ploy to deter scotus confirmation. @USER #MAGA,OFF
52906,@USER @USER He is both evil and delusional. He eats those high quality paint chips.,OFF
12295,@USER @USER shut that wanker up,OFF
68888,@USER @USER @USER The vast majority of guns on Chicago streets come from neighboring Indiana. States with toughest laws &amp; a way to keep guns out have lowest gun-related murder rates. (ala Hawaii) Smart gun control works!,NOT
23506,@USER you are so beautiful,NOT
28865,@USER has this tropics update for us now... but she'll have the very latest details on #Florence with the new 11 p.m. advisory.   Be sure to join us TONIGHT at 11 for @USER News. #NBCCT URL,NOT
36699,@USER FUCK OFF,OFF
34852,@USER i’m in hetero with you,NOT
77694,@USER @USER @USER Of course Swalwell and pencil neck will probably go into hiding like all liberals do when their BUSTED....  Melt down liberal left...love watching it,NOT
75368,@USER Here he is doing a demo URL,NOT
29328,@USER Liberals still don’t understand what evidence is. Color me shocked,NOT
20235,@USER @USER She’ll have a total mental breakdown when he is re-elected!!!!,OFF
51805,22 kids a day shot in USA ? statues of children hiding under desks to silently plead with voters for protection URL URL,NOT
84425,@USER @USER What if she is saying lies? Were you present?,NOT
42521,@USER @USER is broadcast sewage! URL,NOT
83715,@USER Jonah hill ratted your sorry ass out wdym,NOT
33273,@USER You are welcome! URL,NOT
22304,"@USER Al Franken had a photo of him assaulting a woman and liberals called it mock groping"". The woman accusing Kavanaugh already changed her story from four guys to two at the alleged incident and won't even testify.""",NOT
86903,@USER You are the cup holder.,NOT
90247,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER that is about the saddest existence I have ever been privy to reading. Sucks to be you man,OFF
16085,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He is one of @USER strongest supporter in Washington. The Primary is over The President &amp; Senator Have put the past to rest. Ask yourself are you Supporting our POTUS By talking about fellow conservatives,NOT
77575,@USER @USER We've had millions of people marching peacefully in the streets without incident. A small group of far left people got violent on a couple occasions when confronting alt-right hate groups. Antifa is not part of the Resistance any more than the KKK is part of the GOP. G'night.,NOT
58664,@USER Americans have had enough of liberals at ESPN and the NFL,NOT
40211,@USER @USER Just want you to look at her face the bright enthusiastic happy person she is !,NOT
49350,@USER I guess Antifa will get the same treatment when they decide to loot.,NOT
89795,@USER So... Did Angela hook up with a younger guy so she has someone to wipe her butt when she is 75?,OFF
86958,@USER Good!!! This will surely show us how croocked he is. 😂😂😂,OFF
83680,just love this meme is all  a lil levity for a heavy day of cognitive dissonance  #QAnon #MAGA #Trump #WWG1WGA #GreatAwakening #pray URL,NOT
57754,@USER Animal Mother!  You are the man! URL,NOT
89600,@USER @USER @USER @USER @USER @USER @USER Exactly Hat @USER  are true Feckers ! I detest them,OFF
67770,@USER still waiting for mine fat,OFF
27161,@USER Sam was singing and they DiDNT tell her to stop singing and she thanked them!! Unbelievable!!! Who the hell is she talking to?! It's bad enough when she is talking to one of the houseguest !! But to keep talking to herself! Wonder what her family think about her going nuts!,OFF
90663,@USER Did you just replace the n-word with Dude?,NOT
65915,@USER  I think he could be called a turncoat  talking out of both sides of his fucking mouth  Lindsey Graham can no longer be trusted URL,OFF
71372,@USER @USER @USER The left are the ones spending all our money. It wasn't the right that gave us 325 billion in debt that was the left. Remember when the liberals screamed to high heavens when Harris taklked about privitizing Hydro one? The liberals did it.,NOT
21076,#Funny and #Hilarious #Meme for #Brexit people to deal with #Remainers .. as they simply have failed to put up a single argument and I am sure they are all #Leftists  #HardBrexit #MBGA #MAGA #MCGA #MEGA #Conservatives #Patriots URL,NOT
82618,@USER @USER @USER @USER Oh boo you sound so ignorant with your words. We are on Top. All of America is on Top now. How about stop resisting and try to help make our nation the best for everyone not just liberals. Wake up and Walk Away.,OFF
51364,@USER @USER @USER @USER @USER @USER @USER @USER @USER Super President like Multiversity? Good ideia,NOT
45895,@USER This Witch Hunt against Kavanaughs is pitiful.  I can't believe anyone could find this story is believable.  Why didn't she come forward in 36 years?   It's crazy...set up by Liberals.,NOT
73581,@USER Why isn’t the media reporting the “Soros” connection. I saw only you tweet yesterday in regard to the lawyer of the alleged victim? Conservatives need to follow the money!,NOT
87725,"@USER please be aware that the following person who has confirmed attending fordfestND is the guest list ,  is Canada's top antifa anarchist and intends to disrupt event . His name is Alex hundert  URL",NOT
41570,"@USER Hawd me back. Hawd me back "". 😂""",NOT
90997,@USER Sucks,OFF
63005,@USER Fuckkk 😂😂 I know I seen bitch that’s a slapper lmao,OFF
79357,#Socialist #Liberals Clarify: 'We Only Want #Socialism For Everyone Else'. #Emmys #TuesdayThoughts #GlobalCitizen #Elections2018 URL,NOT
83622,@USER Everyone should vote regardless of the candidates and parties they support.,NOT
37072,@USER Boy was that photoshopped,NOT
16105,@USER @USER Lefty Pope should also! He is Not worthy rep for true christian roman catholics!! He failed his flock!,OFF
35478,The party of Bill Clinton and Ted Kennedy are accusing Brett Kavanaugh of sexual misconduct while he was in high school.  Think about that Irony for a moment. #MAGA,NOT
96972,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ryan's wife was from a famously conservative Blue Dog Democrat family in Oklahoma. The conservatives that have left the Dems. She herself has always known to be conservative. She campaigned against Obama nationally in '08 and '12. URL,NOT
33642,@USER Lol you are representing your case well 😛  I'm gonna give call to my lawyer Matt Murdock.  Wait don't say he isn't coming back .😪,NOT
45922,"@USER @USER @USER Of course. Self defense. The well-known standing someone else's ground"" rule. She was the only one armed, the one entering his property, the one starting the interaction, how the actual fuck is it self defense? Seriously dude, don't you have a cross to burn or something?""",NOT
89453,@USER And honestly it’s ridiculous.. you are grocery shopping there is no need to be like That,OFF
22946,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Little known fact Balaam raced donkeys and gambled on races. One day his fastest ass was winning the Jerusalem sweepstakes. And right before the finish the ass lost control running over a Samaritan and two Africans . Local antifa saw the whole thing and blamed the fastest ass!,OFF
89440,@USER @USER @USER watch it again. For crying out loud he is talking about Joe within the first few minutes.,NOT
75611,@USER @USER @USER if she were a true Krishn bhakt she wouldn't even care about presence or absence of such laws... she would be above such issues... a typical Chandigarh mentality of one up manship she is caged in... call her anything but Krishn bhakt.. like who cares about what she is doing ...,OFF
88594,@USER It's been up since Sunday night. He is a sloth.,OFF
40317,@USER @USER SOME THINGS NEVER CHANGE! In 1991 #SCOTUS Clarence Thomas’s #HighTechLynching by @USER @USER &amp; @USER  #MAGA FIGHT BACK against these lies! #ConfirmKavanaugh  @USER @USER @USER @USER #DJT  #Kavanaugh #MeToo  URL,OFF
55619,@USER You are awesome! I am so thankful I know you!,NOT
53551,@USER @USER Bitch shut up he building his self esteem,OFF
24797,@USER @USER @USER @USER @USER This hand signal is used by ignorant people as a signal of white supremacy and by evil people who get a lot of satisfaction in the idea of pissing off liberals.  We should ignore both because displays of ignorance and hatefulness don’t deserve our time and attention.,OFF
50046,@USER Doesn't any remember John McEnroe?  What's wrong with people today?,NOT
46987,#USA #UK and probably #Europe and #Australia  With their level of intelligence?  Weez all stoopid y'all!  #MAGA #MEGA #MBGA #MCGA #Conservatives #Patriots #Celebrities URL,OFF
97760,@USER When are the Republicans going to learn that Democrats hate conservatives .Vote  Thursday,OFF
93497,@USER I thought this was more Antifa training at first...😉,NOT
76966,@USER Good thinking,NOT
80216,@USER It's a political hit job gleefully pushed by #FakeNews @USER  and their puppet little Jimmy @USER Liberals always finding new lows!!!,NOT
81704,@USER @USER Isn’t that the Amazon bitch from Antifa?,OFF
39732,@USER She is very beautiful also her hair.,NOT
57305,@USER @USER @USER @USER @USER @USER @USER Lie about what? Certainly not about you throwing gun control &amp; accountability out the window once an illegal is involved.  And “a” hollering? Are you seeing shit AND hearing voices?,OFF
43432,@USER @USER Neither do conservatives with May at the helm,NOT
42770,"@USER The letter could be seen as a dog whistle to ANTIFA to inform them about the event and jeopardize the safety of possible attendees.""  Except it was an internal email. How is that a dog whistle?""",NOT
38438,#Democracy doesn't have a finishing point @USER &amp; @USER !  It is an ongoing process! URL,NOT
87737,@USER Just one more proof that the dnc hates the cosnstitution. this is exactly what pres. Washington warned us of in his farwell address. the dnc hates the constitution because it stands in the way of their totalitarain agenda. maybe that i why they push both socialism and gun control,OFF
95718,@USER Hillary is a good reason to keep the electoral college.,NOT
73093,@USER Crazy man😂,NOT
74916,...by marginalizing conservatives politically (not civically) for a generation. Relegated to minority status. Ideas thoroughly disproven and ignored.,NOT
28821,@USER @USER About 1/3 of the conservatives I know are pro LGBTQ.,NOT
80360,@USER @USER Yes sir!,NOT
50771,@USER He is a beast,OFF
48414,Canada Spiralling Out of Control URL #trudeau #qanon #cbc #maga #ctv #bbc #tcot,NOT
14411,@USER @USER I will retweet anything to do with the terrorists that call themselves antifa,NOT
28248,@USER You are all brothers,NOT
59342,@USER @USER @USER Did you even read the article in the link?,NOT
51258,@USER @USER The NFL is still a thing?,NOT
60966,You you have committed so many crimes. No care what a liar has to say. You belong in prison. #MAGA URL,OFF
92369,@USER You are too kind sweetie x,NOT
42087,@USER The off and on gun control debate starts again.,NOT
45019,@USER HAHAHAHA omg these people. They thought they would have their way FOREVER.  Idiots,OFF
44213,"@USER inb4 antifa isn't an extremist group!"" Source: ""Antifa: The Anti-Fascist Handbook"" by Mark Bray URL",NOT
84724,@USER Fool on the Hill !,OFF
98631,@USER Why of course. Liberals reject truth and accept falsehoods. That's why they don't believe Kanaugh and believe Ellison.,OFF
80795,@USER I’m very excited to buy more lol. The lady at the con all her manga was $6 and she told me some other cons she’s gonna be at so I wanna go to this one in Chicago next year 😂,NOT
16691,@USER @USER the nose distracts from the news,OFF
56181,@USER Thank you Ms Desanctis! I'm comforted that not all conservatives are letting their ambition blind their conscience. Sexual assault/harassment has been a plague on society for centuries - that should NOT make it a conservative or traditionalist cause!,OFF
54436,@USER Buh Buh snowFlake,NOT
96139,@USER You are TRIPPIN. Stop jumping to conclusions.,OFF
93515,@USER @USER @USER @USER @USER @USER actualy im pretty sure if you banned all guns that would definitely stop criminals from getting them.  But no one wants to do that. but by your logic aren't Gun Control laws better than not having gun control laws?,NOT
71104,@USER This sicko thinks that others scheme and lie like he and a lot of the liberals do. Remember Rham Emanuel’s famous quote “You never let a serious crisis go to waste”,OFF
11020,@USER 2 battering rams used by liberals; sex &amp; racism. It is sinister &amp; desperate #BeneathHumanity,OFF
49326,@USER Apparently this POS doesn’t know that Viacom bought out BET. It went from black ownership to white ownership🤣🤣🤣🤣🤣🤣,OFF
94558,@USER @USER @USER The SPLC have also listed Antifa and BLM as well soooo...,NOT
38533,"@USER Has your network/organization put out a report on actress Li BingBing???  Some reports say she is missing"", other reports say the Chinese Government has abducted her????   What the heck is going on????""",OFF
15397,@USER @USER 2 of 2 Vote her butt right out of office.  #DianeFeinstein is part of the problem in America not part of the solution.  Her old ideas and #ClarenceThomas tricks will not work this time.  #VoteRed2018 #KAG #ConfirmKavanaugh #ConfirmCoachK #MAGA URL,NOT
72883,@USER @USER @USER @USER @USER @USER Congratulations!,NOT
36375,@USER The war on free speech = ANTIFA URL,NOT
58113,"50% of the refugees coming into Canada, for all the PMs handouts already have legal status in US, (therefore not refugees) but they still come and happily as the Liberals welcome them with Canadian... URL",NOT
32558,@USER Desperation! Abuse of my power cause he is losing his mind,OFF
94326,@USER #beaboutit anyone in California see how utterly defenseless their gun control agenda makes people? Bravery backed by effective tools prevents loss of life. Good on this guy! Be willing to win at any cost!,NOT
43832,@USER Gonna be a bitch to re-write this one.,OFF
31483,@USER @USER @USER So ist es! #TheDeepState #Jesuiten #Cabal #satanists #NWO #KalergiPlan ~ #KalergiPreis #WhiteGenocide #COMMUNISM #Antifa #AlbertPike1871 ‼️ #DrainTheSwamp #LockThemAllUp #Guantanamo #EXPROPRIATE #QAnon 🐇🕳️ @USER @USER @USER #POTUS45 #Trump2020,NOT
86646,@USER I bet she`s had more prick`s than a second-hand pincushion! #MAGA 🇬🇧🇺🇸,OFF
85685,@USER @USER She should but probably can’t stay awake long enough to leave the country. Said she would move to New Zeland but I see she is still here. Too bad,NOT
74229,@USER You are in my top 3. Among the syndicate boss are @USER and @USER I'm sure the 3 of you are ready to retire happy knowing this. Lol. Been a fan since lgn&amp;f! We have all grown up.,NOT
10363,@USER @USER @USER @USER @USER Meme was circulated during times antifa rioted and the left either ignored or celebrated them and of course not fool.,NOT
44034,@USER @USER @USER @USER @USER Antifa- haha it’s not exactly a big movement but ok.,NOT
39683,@USER 2018-09-14 23:56  Congratulations! You are on no blocklists that we can find by scraping publicly available blocktogether lists  Please check my follows for people incorrectly blocked - URL,NOT
36677,@USER @USER @USER @USER I think it’s a political impasse- Conservatives aren’t going to vote to force a GE and TM isn’t going to allow remain on the ballot paper ?,NOT
57843,".@USER The referendum wasn't about whether GDP goes up by 1% or down by 1%, it was about leaving political union and becoming an independent country! That is the issue that neither the Conservatives nor the Labour party wishes to address."" URL",NOT
12018,@USER Just like gun control...Obozo is a conservatives greatest asset to win elections...when he talks we win!  #RedWave,NOT
83590,@USER @USER Maybe he is making amends before #OpenSelection passes at conference.,NOT
67476,@USER If they admitted they are lead by and  cater to sex criminals exclusively it would be harder to condemn liberals and leftists as degenerate deviant cultural marxists,NOT
35652,@USER I’m SO GLAD you left! You didn’t deserve that disrespect and it was in all likelihood just going to get worse. You deserve someone who’s PROUD of how smart and amazing you are. Someone who doesn’t want to dim your shine to make themselves feel better.,NOT
12223,@USER ANCIENT HOMIES COULDNT HAVE COCK COCKS FIGHTING BECAUSE THAT WAS LITERALLY ILLEGAL IN ATHENS FJSHDHJS,OFF
29053,@USER Doomentio,NOT
49452,@USER She is fucking delusional,OFF
56645,@USER @USER @USER @USER Isn't it great how liberals ignore the pain of their victims because they are democrats.  It is really sick.,OFF
22429,@USER He is such a good ad for conservatives,NOT
92803,@USER No we can’t be losing AB he is literally our whole offense,OFF
30471,@USER noticed you broke away as soon as the senate started talking about the great 4.2 growth rate and salary increases for employees.  Your station is so crooked!!!!   Also negative on the conservatives and praise the liberals!  #DrainTheDeepState #crookedmedia,OFF
89521,@USER I am not an anime fan by any means but I do like her. She is a cutie,NOT
99444,@USER Intruder alarm went off in my house this morning but I have a powerful weapon that this guy wants to take away from me leaving me defenseless. It's called gun control aka ban the guns.,NOT
93778,@USER You are an absolute dick 😡,OFF
63063,@USER Well duh. That’s who he is. He defends other abusers so they’ll defend him.,NOT
65422,@USER @USER @USER Well then I guess it's totally fine to attack his character then. My mistake. I mean what right does an American who was the victim of gun violence have to call for stricter gun control laws anyway?,OFF
89002,@USER He is mocking non-victims claiming victim hood.,NOT
66760,@USER Either way #NY is screwed!!!!!,NOT
47345,@USER I quite enjoy these tweets you are liking,NOT
56484,@USER He's qualified. 😂😂😂😂,NOT
71418,@USER @USER @USER @USER @USER @USER You missed the point. You don’t like being called a white supremecists bc you support Trump. So please don’t generalize that all Dems support antifa and violence.,NOT
33127,@USER @USER You can convert but it's very hard and discouraged. If just your father is Jewish you are not Jewish,NOT
