id,tweet,subtask_b
11402,@USER I thought this was SNL. The last guy is wearing a fucking beanie with the mindmill on itS,TIN
84321,@USER Has this guy got acorns in his cheeks or what. Lack of walking around sense is astonishing with liberals.,TIN
27076,@USER @USER is so biased against conservatives‼️everyone should drop google and use Bing or DuckDuckGo.,TIN
85088,@USER Call bullsh#t just poor losser,TIN
46297,@USER !maybe she was fucking hungry!!! No one knows what kind of home life she has! My goodness  she is a child and this officer could have handled this better. Sorry he needs to be fired,TIN
76245,@USER @USER and if there is gun control in USA -who will be rounded and exterminated ??,UNT
79079,@USER I have you and Kaze- I need more.,TIN
97209,"3/ you simply gloss right over the silly emotional female, and her nothing problem. Then you delete this as you realize how horrible it is, (or perhaps someone told you), but somehow it is the fault of the liberals,"" who might misinterpret what you wrote in plain English.""",TIN
28057,@USER Bono is clearly a racist,TIN
15345,"#stcshooting To the kneejerk people crying for gun control"" after this shooting. We already HAVE very restrictive gun control. You just want a ban. It's a pity no one has politely explained to these criminals that they are supposed to obey the law.""",TIN
59941,@USER @USER @USER You liberals live by double standards. Look at what you did to Monica Lewinski. She was branded a liar and whore even after she produced the evidence. All because good ole Bill is a Democrat! Your all fucking insane!,TIN
30680,@USER @USER She is a piece of shit and I am not sorry for my bluntness. From now on I am going to say what I think whether bluntly or rudely!,TIN
32196,@USER Animal is the operative word !,UNT
46843,@USER Can’t she appeal. ? This is all kinds of wrong . If I were ES@USER would beat the sh** out of her.,TIN
49760,"Black Female Democrats Call for Changes in Party""  URL #TCOT #MAGA #RedNationRising""",TIN
12068,@USER @USER @USER Are you aware that Hillary Clinton said she was going to use Nuclear weapons against Russia. That was after she sold the 20% of our weapons fuel. She is a complete idiot.,TIN
16893,@USER @USER @USER Time I’m really starting to hate that word....she had all the time in the world to open her mouth...really shut up about time! Enough of this left....Liberals bull shit about time! You and she have no case! Actually time is what is Hurting her case!,TIN
72875,@USER @USER [Eric opens the door and runs to the couch.] Fuck yeah.,UNT
35688,@USER @USER Levi’s just came out in support of student gun control activists.  Now the Trumpers will be burning their jeans as well as their sneakers!,TIN
23240,@USER Georgia University...your racism and utter lack of tolerance is showing. Higher education is apparently not your goal.,UNT
23515,@USER @USER Corrupt RHINO. Glad he stepped down,UNT
53913,@USER If you ain’t hyping me up like the nigga in the back ima have to throw the whole friend away,TIN
49191,"@USER @USER @USER You guys. You seriously don't mean everyone right? There are good people here that don't like to bother with shit like that. Personally for me I want this shit to stop but our government apparently is to fucking stupid with gun control. Arm teachers with guns"" yes makes sense.""",TIN
62142,@USER @USER Antifa is a high emotion low IQ FASCIST organization. Some of its members are fooled by its name into not reflecting on their own groups obvious fascist ideals and others are just there to take advantage of the rest of the fools.,TIN
58582,@USER @USER Haha true.  Back to your original point... if we all just fucking drive everything would be fine!,UNT
31588,@USER Another #dem lie,TIN
22797,@USER @USER Holy shit pt 2,UNT
66938,@USER @USER Hysterical liberals following Don Jr. No facts just liberal mouthpieces.,TIN
49045,More bad news for Democrats 👇 #MAGA 🇺🇸 URL,TIN
56604,@USER @USER @USER Because some people are bastards. You're hopelessly naïve if you think plenty of frauds won't take advantage of this law change for malign purposes.,TIN
68279,.She is dirty like Trump...She stole Ted Cruz campaign voters list and gave it to Trump URL,TIN
11283,@USER Our great state has been flooded with illegal immigrants and liberals  from blue states looking for work. Then these dumba$$es vote Democrat!?!!! Go figure. All insane.,TIN
75594,@USER If it doesn’t have m&amp;m’s it’s not trail mix. You are kicking ass and doing awesome. Keep it up!!!,TIN
67167,@USER Crazy liberals,TIN
56590,@USER Cockroach,UNT
93727,@USER @USER @USER @USER Lisa Page confirmed the Russia story was passed to the MSM as a distraction for gullible liberals to push as a narrative to hinder our duly elected president’s success in office.,TIN
28260,@USER whats wrong with dead #antifa?  I don't understand I thought the only good antifa was....,TIN
33194,@USER Trump will never be a free range chicken again  He is a danger to the world while under constant surveillance and scrutiny   Imagine him gallivanting around the world with the little scraps of actual intel he does know completely unfettered  Just don't see it happening,TIN
93002,@USER She is so gross. An obvious hack,TIN
93476,@USER If you are not sure then l will block all these useless tweets. OK ?,TIN
75168,@USER @USER Good Arrest them all!  Arrest the crazy NDP leader @USER as well.  She is Having her lil minions take a fall for her! She planned this! Will she be paying their Legal fees? I think not! The immaturity level of this goverment party is disgusting!!!,TIN
76807,. @USER @USER @USER @USER Fake conservatives and their fake outrage over the budget betrayal URL URL,TIN
18240,@USER I knew he will b dead 🤣🤣 He is brave 🤣🤣🤣,TIN
53557,@USER you say “high-value men” like that’s a real thing that exists &amp; not a made-up lie you told yourself to distract from the fact your mother never loved you &amp; your penis is microscopic,TIN
42514,@USER @USER @USER John careful... liberals will attack you for thinking critically because the facts aren't on their side,TIN
53436,@USER Amazing how the POPE is afraid of the truth,TIN
59555,@USER These people are absolutely insane! Liberals have been attacking white men for years and it is getting worse. The path they are pushing for will create another civil war which there will not be a recovery AND they are too damn stupid to see that.,TIN
39309,@USER Andrea Mitchell. Another political hack embedded in the news media. Listen to the tone of that interview.  She is looking for a gotcha moment instead of commending the guy for the work that he is doing. At every turn he shoots her down and it kills her.,TIN
55559,#TuesdayThought.   The only hate speech that I hear these last 2 years is from Liberals- STOP THE HATE!,TIN
16945,@USER Prime example as to why we can't have anymore liberals in our government.  They don't want to nor do they know our Constitution.  They prefer to dictate and be superior than Americans. Their hate for our Republic is brazen and we need to keep them out.  #VoteThemAllOut,TIN
37598,@USER LOL LOL LOL LOL LOL!!!!!!!😂😂😂😂😂😂😂. You are a fool!!!,TIN
56657,@USER Hes sure as hell not one of is either... traitor liberals- all of them-,TIN
83594,"@USER Please don't start with what he is concerned about. She wants to go out, if he has something planned or an idea of what to do.   Movie or not, it's scary.""  Avery felt like there was something she wanted him to know, but she couldn't remember what off the top of her head.""",TIN
18151,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER that's what you are implying that no-one took correct records-having been to hospital it is usual for the doctors or nurses to record as they go-so it is your claim that so many are incompetent if no single record was produced correctly-,TIN
17661,@USER @USER @USER @USER @USER @USER You are a dope. A delusional libtard. Ask the Govoner of Puerto Rico about the fantastic response by our President @USER,TIN
26368,@USER @USER This is the dumbest shit I’ve read since I slent the morning reading Trump tweets.,TIN
69026,@USER Eric Holder will be held accountable. He is pointing the finger away from the crime. Time is not on your side Eric. Looking forward to the collapse of your scandalous time ruining America.,TIN
68698,"@USER @USER @USER This is fun, I asked him for proof and he blocked me. I was about to joke about how he'd go from The Antifa are the real Nazis!"" to similar alt-shite talking points, boy that sure was providing proof quickly.""",TIN
50856,@USER Thank you for proving my point.  You are foulmouthed trash,UNT
43083,.You cry baby liberals will have Trump for a total of EIGHJT GREAT YEARS!!! GET OVER IT. #MAGA URL,TIN
38408,@USER @USER @USER They had conservatives silently tied up in the cellar for dexades. They're livid we got out and now have a voice In the White House ascend they want to put us back. They're trying to silence us any way possible. We need to burn them all in the midterms. Once and for all,TIN
64363,@USER Wow it took 36 years? Bet this would of never came up if he had not been choose for supreme Court. Shows the liberals for what they really are. In a way that's a good thing😁,UNT
52890,@USER @USER @USER He is a wonder dog he could have a couple doggie girlfriends,TIN
84732,@USER WHAT THW FUCK,UNT
14370,@USER Spoiler Alert : This episode has a hidden agenda to promote gun control,UNT
21151,"@USER @USER @USER Give me a fucking break. Liberals are so selective with their false outrage. A turd of a president gets rightfully railed for saying, grab them by the pussy"" decades before but a Hollyweird gets a pass for saying ""fuck the shit out of the boy next to him"" gets a liberal pass? URL",TIN
67144,@USER Maxine is just a mean spirited woman. I can't imagine the demons she is dealing with to have that much hate &amp; craziness in her. #CrazyMaxine,TIN
77037,@USER @USER Horrendously sad that we all know who “he” is.   It gives me no joy to know I’m smarter than the president.,UNT
59598,@USER I know many too !!! we liberals just don't feel the need to dance around waving them like the maga idiots.,TIN
76554,@USER It's wild thinking about how Clive is minus one boypussy away from wrecking the whole town again,UNT
55199,65 women defend Kavanaugh as 'a good person' amid allegations - IGNORE Dianne FEInstein. She is obsolete! You disgusting idiot piece of sh%@ Feinstein. He will rule supreme!,TIN
57630,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Why do white liberals imagine white people have some power?  White people have been trained for generations not be racially aware.  White liberals are the most anti-white racists I know.  What power do you imagine white people have that other people do not?,TIN
47943,@USER It also goes to show that all those so called news people that laughed at you are now eating crow. How wonderful it is to watch the looney liberals squirm around like worms drowning in sunshine.,TIN
43137,@USER  If you think Conservatives are going to believe a wacko liberal you are sadly mistaken.  We see right thru your lies.  Judge Kavanaugh is a great person and the best thing for this country.  You on the other hand are a disgrace to the United States &amp; women.,TIN
21315,@USER @USER @USER cashing in on the book bandwagon. can't blame her. #liberals love to throw their money at bullshit,TIN
23116,@USER @USER Gun control isn't about public safety...it's about hating 'rednecks' and social engineering.,TIN
67187,@USER fuck off  URL,TIN
99044,@USER just lose to every tom jeff and jerry because some dumb shit happens and I lose full,TIN
62796,@USER This president is such a idiot I wish some one would tell me why and how he is still in office! God help those being hit by this storm ! Lord knows they will not need paper towels thrown at them !!,TIN
45155,@USER Fuck you it’s 3,TIN
72688,@USER The liberals will use whatever label they can to discredit people who disagree and/or are a threat to their agenda.,TIN
12856,@USER where did you dig this one from? She is dope sha,TIN
50316,@USER He blocked me a long time ago after one response that called him out for lying.  He's an idiot who thinks his $hit don't stick and loves saying stupid stuff to get liberals to love him.  A complete douchebag.,TIN
96952,@USER 😭😭😭😭 he is terrible 🆗,TIN
81418,@USER Ok give it up u low life conservatives move on u got one year til election for canadians to show u that WE DON'T WANT RACIST RUNNING R COUNTRY so grow up and let's talk about how u dont like anybody who dont look like u,TIN
22694,@USER Perfect example of a country with gun control. I bet those guys were happy the criminals didn’t have guns.,TIN
45735,@USER Breitbart has become neocon Establishment and is Fake News the worst of the lot is Alex Marlow a total loser . Watch or listen to Fault Lines with Stranahahn and Nixon instead probably the best show of its kind. Stranahahn fired by Breitbart for being too good.,UNT
50490,@USER And the Liberals are saying Republicans are separating this country by color. Hypocrites.,TIN
31252,@USER You are ridiculous and need to retire!,TIN
82529,@USER Bengals v. Some sorry team looking for a butt whoopin’,TIN
77261,@USER @USER One of the very first states in the US to legislatively legalize gay marriage. Extremely progressive gun control. Minimum wage increase. Free college. I know these things don’t count for dipshits like you. But they are major and they count.,TIN
71844,@USER Bitch im gonna see you on december dont me. We have to see each other,TIN
28866,@USER White liberals really hate themselves. #TDS,UNT
85239,@USER And who gives a shit,TIN
54182,@USER “It’s only sexual assault when the other does not agree with what he is feeling.”  He said before picking up the pace his foot turning and pushing against his cock while his big toe and other toe lift up the glands.   “Mm”,TIN
99186,@USER @USER I'll add one more: Did you realize that conservatives would decide that certain men should get a PASS for sexual assault?,TIN
64317,@USER Ugh that sucks!!! At least you have your wallet,UNT
29688,@USER that entire article is a piece of trash. that precinct is full of dumbfuck pigs.,TIN
41985,@USER I don’t like her but hope if she is next to Tyler at final 2 she Wins. Just me being petty.,TIN
40448,"@USER @USER @USER Bret, maybe you're just running away because you pretended to be an expert and got pounded into submission by a girl.  All you did was assume and demand proof, I provided. You provided 'your say so. In terms of debating, you lost. Have a nice day.""",TIN
43966,@USER @USER @USER ....Except not all Millennials are for Gun Control.,TIN
41554,@USER She is so despicable!,TIN
96542,@USER @USER @USER I don't like him bc he is an anti-Semitic and a Muslim and a racist. Any other questions?,TIN
50369,@USER I hope they beat his ass in private.,TIN
94465,@USER At least you’ve been some type of fucked,TIN
81340,@USER I say grab him. What a difference maker. He is a home run hitter to compliment smoke. Means we release Grant and Snead has to take over. Don’t know the whole story why Browns would release him. But he is a legit number one WR,TIN
81087,@USER ??? what the fuck ??,UNT
72518,@USER That didn't work now did it!! Maybe he needs glasses!!!!,TIN
57552,@USER Only Trump could get Liberals to scream bloody hell at open transparency.,TIN
17420,@USER @USER Yeah she is a real blond just like Uncle Donnie,TIN
64091,@USER LIAR!!!!.... see Clarence Thomas confirmation.... this was never about the lie!..it was always a delay tactic...nothing more...disgusting liberals and the Game they call 'politics',TIN
93824,@USER Lmfaoo! 😭 bitch,TIN
52236,@USER @USER @USER She is an alt-left crazy and was discredited by numerous women. All you dems have left is lies. Her name is DR. LIAR.,TIN
18935,@USER @USER why don’t you release names of all our elected officials that have paid for silence for sexual assault claims done while in office with the fund designated for paying off claims; Ford does not know how got home. Maybe attack if happened was by who took her home. #,TIN
97291,"@USER @USER @USER @USER @USER @USER Anyone concerned with mass gun killings"" should reject ""gun control"" outright as unconstitutional. Especially since during the first 80 years of the Twentieth Century alone, “governments” killed some 170 million people. Facilitated by ""gun control”.""",TIN
29558,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Even pedophiles in interviews will tell you the only way to stop them is to kill them. Pedophiles even admit to when out of prison they will offend again and that’s what keeps them alive in prison... the hope of another opportunity to molest an innocent child. They are sick f*cks,TIN
93933,@USER So we should believe this from 40 years ago when the man went to an all boys school. This was a way to try and stop the confirmation and blew up in @USER face. She is a corrupt pos!!!,TIN
76238,All of this shows just how scared Liberals are of the New @USER that is going to be guided by the Constitution &amp; Bill of Rights. They honestly believed they had made them powerless in today's courts. @USER Trump is #MAGA &amp; Deplorables are helping. URL,TIN
89345,@USER U nasty bitch,TIN
63928,@USER @USER If Brookee Baldwin and Erin Burnett start showing cleavage to their Boobies CNN just might.,UNT
34887,@USER @USER yeah keep mocking her right into a yes vote,TIN
49843,@USER I'm hoping it's a joke. #antifa are morons and have no clue how many people carry backup guns. Their #disarmthem stunt will make them a lethal threat in most states. Do the math on what will happen. Silly #antifagoons,TIN
25625,@USER @USER Typical... When it backfires it's nothing to see here move along...  Trump supporters these days are doing the same thing... All this shit Trump is getting called out on. It's nothing to see here move along . Lol,TIN
54626,@USER I guess all of those old white guys DO kinda look alike...  😉🤭,TIN
89781,"@USER @USER @USER @USER BS made up by a lying liberal..a cheap filthy whore, whose lies help to undermine REAL WOMEN who are sexually assaulted.  But with trashy liberals who cares?"" right? As long as the end can justify the means?  Trashy libs tried same thing with Judge Thomas.  Democrats are sick.""",TIN
10460,@USER And they have some of the strictest gun control laws in the country? As the saying goes if you ban guns only criminals will have them! Seems to be proving here go get them Chicago.,TIN
45236,@USER David stop it with your logical connections.... True journalists like you are not in vogue..,TIN
43835,@USER @USER This is the ONLY acceptable way to end sex,UNT
31912,@USER bitch if u don’t message him,TIN
88186,@USER @USER They on their bullshit,TIN
13629,@USER He is so stupid,TIN
37896,@USER You are still on that Trump  train to nowhere!👎,TIN
26623,@USER @USER @USER So many issues facing Australian voters but the single obsession of Australian Conservatives is bullying transgender children... URL,TIN
20777,@USER @USER @USER @USER @USER Trump publicly lusted for his daughter and GOP still elected him.  Let's stop pretending that morality or decency means jack shit to conservatives.,TIN
40350,@USER @USER @USER She is talking about herself dude...ignored.,TIN
80969,@USER Crazy people don't care what they use. I suppose you leftist who says to bad it wasn't a gun. Sounds like you're disappointed he didn't. That way you can scream gun control.,TIN
14116,@USER who’s the loser bitch!  lol you! fuck you #MAGA URL,TIN
17439,"1/ Resists newest tactic against conservatives.  They have decided to trend disarmthem""  And advocates attempting to take a weapon from people open carrying.  1. open carry hopefully has retention on their holster. 2. This is likely to result in being fired upon by 2nd party.""",UNT
26365,@USER @USER @USER Says the little commie thot. I bet that $20 is more than your hourly rate,TIN
10794,@USER @USER You are seriously so despicable. How can you even look you kids in the eye...,TIN
22986,"@USER Barf over the squishy self-righteous source. That's the whole deal with TBC. They're young and dumb history major conservatives"" who've swallowed the SJ BS and like to hand wave. I'll assume without further evidence Prager is lame.""",TIN
29730,...it will be hard to believe any female accusers...ever again...especially liberals who lie for personal and political gain... URL,TIN
94744,@USER can you share my twtich? Trying to make that shit work out URL,TIN
59858,@USER @USER @USER @USER Chris Burns you are a fascist. Nothing more than that.,TIN
48017,@USER Yeahh tbh most that do are weirdos and think about sex in a very weird way.,TIN
76860,"1/7 🔥🔥🔥  CONSERVATIVES SUDDENLY REALIZE JUVENILE OFFENDERS DESERVE LENIENCY  The president regularly refers to teenage gang members as “animals,” and has, in the past, called for imposing the death penalty on alleged teen rapists. ... URL",TIN
22784,@USER Sorry you’re a socialist!! I contributed to Ted Cruz!! Sick of liberals,TIN
17283,@USER He is. Lol 😂🙄,TIN
46874,@USER please draw stupid sexy nezha and nidus over the shoulder or something.,TIN
17595,@USER @USER @USER No. She is a liar.,TIN
30478,@USER What shitty wipers you have,TIN
14077,@USER holy fuck,TIN
54841,"@USER Being the good Christian that he is, he asked God to spare his properties. Virginia beach was only slightly impacted. You know the 700 club prayer, God spare me and mine, to hell with everybody else"".""",TIN
90305,@USER He’s talking as though Pres. Trump if failing at every turn. Actuality is totally opposite. Get a grip you fool!,TIN
79483,@USER Disco pose with “white dude overbite” look. Classic 70s dance move.,TIN
38911,@USER Interesting-cause you leftists not only threaten us-but regulary shoot/stab us.  I wonder if maybe Mr. Swalwell isn't all-in on the violence toward conservatives.  He certainly always seems to ignore/suppor it(ANTIFA for instance).,TIN
25801,@USER Its not like your not sharing the water! Un fucking real. 😡,TIN
50948,@USER @USER @USER @USER @USER Peter....look at your liberal self making no sense.....It is just a little suspicious that everyone making last minute claims against Kavanaugh are Trump hating liberals...And of course they have zero proof of anything...Just like Their collusion obsession.,TIN
94521,@USER  god I don’t know how Your didn’t punch Carole at the reunion. She is a smug asshole. I know you are dealing with a lot. I hope you are well.,TIN
64652,@USER Holy shit which sears?,TIN
32148,@USER Yeah! You can’t just wing cooking!   There’s all kinds of measurements you need to follow otherwise it’ll end up tasting like garbage.,TIN
87399,@USER @USER Liberals will melt 😂 😂 😂,TIN
97847,@USER If we lose tomorrow we r fucked. Tomorrow is our season lol. Too tough a schedule to drop one like this,UNT
31562,@USER Everyone who is against this is called a „Nazi“ by Antifa scum and politicians.,TIN
10181,@USER @USER @USER Please stop calling the losers “Elite”,TIN
18355,@USER @USER Don’t usually do Twitter”conversations”but my point was Dana may be kind of woman who doesn’t want to help other woman;wants to be THE prima donna &amp; so doesn’t care about developing next-gen girls.She is against gun control &amp; isn’t bothered by school shootings-must not like kids,TIN
15836,"@USER You know what will make this professor even woker""? If he's a gun control nut....""",TIN
52805,@USER @USER @USER Listen here lady my tweet was about the fact that I’m sick of hearing about trump every time I listen to news.  Idk where the fuck you get off trying to spin it in to some sort of racial situation!  YOU are part of the problem. Stop turning shit in to something it’s not.,TIN
40752,@USER @USER @USER @USER ☝️ this is why Conservatives and law abiding citizens don't come to the table about gun control. It not about lunatics like this guy that should no longer own weapons. Its about removing all guns slowly but surely from everyone regardless of who they are. URL,TIN
30598,1.Boris Johnson doesn't care about family. Forced abortion of his child by mistress. Daughter says he is a selfish bastard. Betrayed and divorced 2 women. #r4today,TIN
30846,@USER Wtf aren’t they treating antifa as terrorism?,TIN
35533,@USER After the GOP wins the mid-terms easily there will be no reason we dont put on the masks and grab weapons to go all #ANTIFA on people like you clowns have been doing. Going to be so much fun!!!!,TIN
82617,@USER @USER @USER And what does this have to do with a lying attorney and a 35 year old claim? I know it's hard for you liberals to look at two things at once,TIN
84905,@USER He needs to Either Pick Politics or Singing ....... Either way He Stinks at Both!,TIN
90802,A videographer who reported on the violence of Antifa was found dead due to a tragic car accident. Police now believe his death was no accident at all.  Welcome to the tolerant left.  URL,TIN
38330,@USER I know what that storm is gonna do...but those photos are just the shit bro.,UNT
39356,@USER Looks like ANTIFA thugs.,TIN
34447,@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Look at the pot calling the kettle black. Liberals have been pulling all sorts of stunts trying  to get rid of your/my/our President ever since Hillary hilariously lost the election.,TIN
11810,@USER @USER He will lose his entire career?? You people are despicable. I know you do not believe in god but hell will be filled with liberals like you and Dianne,TIN
63591,@USER @USER He is treason. He went to Iran for what?  To beg Iran to give them(the treasons) more time to get the power back so they can keep giving tax payers $$ to Iran the terrorists leader.,TIN
51085,@USER Yeah . Niggas who dey wear durag nor dey joke. Hard as fuck,TIN
19545,@USER @USER stop this BS.  A woman murdered him in his own home!  This is so incredibly irresponsible and I am outraged that you are blaming the victim who is a black man.  What does him having weed have anything to do with his murder in his own home?,TIN
44578,@USER @USER @USER Antifa. Yeah it's a fringe organization. Just like those wastes of humanity I grew up around. Most of em ended up meth heads and junkees. Some are republican alt-right activists. I guess we're all a product of our environment.,UNT
76433,@USER @USER Wow! Why are liberals heads EXPLODING over the TRUTH finally coming out! BEST NEWS EVER! Americans FINALLY GET TO FIND OUT THE TRUTH! The @USER and @USER under @USER was the MOST CORRUPT EVER! #MAGA,TIN
19165,@USER And I’ll argue all fucking day long because IM  💯  % RIGHT!!!!,UNT
34301,@USER @USER FASCISTS OF THE FUTURE WILL CALL THEMSELVES ANTI FASCIST.  ANTIFA COMES TO MIND.,TIN
43151,@USER @USER @USER @USER Take the gun violence in the cities that already have strict gun control and it's extremely low.  Gun crime has decreased at the same time gun ownership has increased.,TIN
48606,@USER @USER Just please dont let Cruz get away with the he is a tax and spend liberal racist dog whistle crap fire back with facts and call him out on bs,TIN
79313,@USER We dont need gun control. We need White Male control....,TIN
81457,@USER He really needs to go. Talks out of both sides of his mouth. Kiss ass !,TIN
37773,@USER @USER @USER @USER @USER also trump IS a fascist- LITERALLY.  the central govt thing for anyone always seems to depend upon who's running it. magas are fine with fascist trump and liberals were fine with obama. my ideas about good government are a bit different. of course i did admit to being a quaker.,TIN
46954,@USER He is a big nerd it seems..,TIN
34099,@USER Doesn’t “myth” mean something that isn’t true? 🤔... hmmmm .. hollyweird liberals should stick to make believe world.. #dummies 👇 URL,UNT
11541,@USER #MAGA their podcastful is about blockchainful. but it'sful about what it meansful to bewise working mothersful who are trying to makewise...,TIN
12422,@USER @USER You are an embarrassing citizen!!,TIN
56760,@USER Seems hard to believe that you stood next to a guy wearing those shorts and didn't masturbate but I'll take your word for it,TIN
61023,@USER @USER @USER Wow !!! no wonder the Liberals only got worse as a party of bullies to women...??? no accountability.,TIN
53665,@USER @USER And not all idiots grandstands like he did,TIN
31493,@USER Bring on the hypocrite gungrabber. MAGA,TIN
40399,@USER bitch call me.,TIN
47171,@USER The only thing i didn’t agree with was the match point he was following the rules i think this was more about her sex honestly all she did was call him a thief and he penalized her shit was wack,TIN
58552,@USER I second this they’re fucking nuts,TIN
47033,@USER Eric Holder a major embarrassment  to law enforcement. @USER you did nothing about those innocent black males killed in those streets. One sorry black brother.,TIN
20136,@USER @USER because the average American has $500 lying around to buy a new Glock. more likely Mr. Antifa will be using his unemployment check to purchase some dental work or a casket.,TIN
73710,@USER @USER Liberals don’t realize that thousands of unaccompanied minors were thrown across the border..... who is supposed to take care of them? Angelina Jolie?,TIN
47238,@USER You are turd 💞,TIN
86920,"@USER @USER @USER @USER Fascists &amp;Nazis don't abide by patriotic views shared in their presence. Glad the brownshirt arm (AntiFa) of the left wasn't there to inflict the usual violence vs citizens who dare to speak. Do you hear that, Dems who enjoy wings/beer/country music? You're less-than."" #WalkAway""",TIN
22715,@USER BITCH I FUCKING FELT THAT SHIT🤧💀,TIN
76555,@USER I told you to stop eating my booty that day but nooooo,TIN
52554,@USER He should be given 5000 volts!,TIN
47883,@USER @USER @USER @USER @USER I know you are not being facetious.  You are incapable of understanding contradictions.,TIN
85014,@USER Why cant ISIS blow up these two assholes??,TIN
19311,@USER John kerry is a loser and a traitor to our country. He doesnt understand that we voted his party out bec we hated the iran deal. He is now working for iran against our gov. At worst he is acting as an agent for a foreign government &amp; if he isn’t registered should be investigated,TIN
99844,@USER @USER Donald trump said Mr Cruz is a lying dog you can't trust him or his wife said his father was involved with shooting president the president in Texas in Dallas America can't trust him he is a lier then how can he stand up for him down there in Texas campaing,TIN
84816,@USER @USER You will be sadly disappointed as they conservatives are also marxists...they now control a police state.........ONLY UKIP WILL SET THE COUNTRY FREE,UNT
55174,@USER @USER He is Satan,TIN
16201,@USER @USER You people calling everyone Nazis under the sun becomes tiring and stupid frankly. You people called Zena Bash a Nazi and it turns out she is half Mexican and Polish descent and her family barely escaped death from the Nazis. So keep it up desensitize that word.,TIN
66764,@USER If It could that shit would be talking to you like BUTCH NOO YOU ALREADY KNOW HE A FUCK BOII BYE,TIN
77710,@USER Almost forgot you was a nigga in ya past life lmao,TIN
26961,@USER @USER @USER @USER You are a Liberal who doesn't even live in FL.,TIN
14997,"@USER Paris Terror Attacks brought to you by Eric Holder on behalf of the Obama Administration. Oh but Gun Control"". URL",TIN
20559,@USER Lmao fuck u bae,TIN
63914,@USER @USER @USER @USER I completely believe she will be in GTMO. She is a traitor.,TIN
61110,@USER @USER Her life is crappy because she is crappy. And she’s threatening to kill everyone. Another nut job...Listen up FBI!,TIN
70775,@USER @USER Just block the idiot. He's not even worth this post.,TIN
64673,#WednesdayWisdom Obama appointed liberal Judges tired of looking stupid smacks California law down on gun control #2A  URL,TIN
24283,@USER @USER Nope. It's clear and you are lying. Also every accusation against known child molester #RoyMoore was true. Conservatives love (R)apists.,TIN
40489,@USER Nah Antifa are good to get killed,TIN
72705,@USER Congratulaions. . . who were terrific. . . dont let some fucked up umpire ruin things for you. . . he'd be happy he did.,TIN
41163,All this talk about Trump's dick allegedly looking like Toad from #MarioKart  This is the only thing that has been accomplished. Only now the libs are picturing a 70 year old man naked.   #MAGA URL,UNT
52719,@USER @USER The dems have done this since they were the KKK. Except back then they accused black men of raping white women then lynched them. Same play from the old playbook. Everyone of these liberals crying outrage are fake if they aren't pressuring Ellison to resign.,TIN
47088,@USER @USER @USER @USER @USER @USER 2/The Democratic Party won’t do anything to him because he’s Muslim Brotherhood &amp; they don’t care about Monahan.  The Muslim Brotherhood needs to be declared a terrorist organization—all of it! Ellison also supports ANTIFA. These people are so foul it’s scary!,TIN
57096,@USER One added me to a “liberals I’d like to slaughter” last month. That was fun,TIN
26387,@USER Doubt he is losing much sleep over it. The guy has been a busted flush for 30 years,UNT
82685,@USER psychotic liberals fake media &amp; RINOS are walking on thin ice when they forget that real Americans ...the ones who put Trump in the White House will never allow them to take him out of the White House. BTW..thanks for this #Kavanaugh B.S.-insures WE WILL VOTE!! WE ARE SICK OF DC!,TIN
13723,@USER Fuck it. Just do it Haha,UNT
21647,@USER what is this? We don’t want your $2 tacos we want fucking gun control. Are you seriously trying to capitalize off this tragedy? URL,TIN
14848,@USER because he made guys dumb as SHIT,TIN
25259,@USER Ouch. She is horrible.,TIN
63892,@USER @USER But he is a dildo!,TIN
95357,@USER I got this,TIN
25720,@USER Treason he should hang he has no business even trying this who the F does he think he is Trump needs to Lock him up fast,TIN
90396,@USER @USER Be coo you got people thinking I really eat ass bitch 😂,TIN
24498,@USER @USER Elder and Owen have been the bravest in pointing out that the culture is part of the problem.  Liberals have engrained this short lived culture. Culture can change and will being black doesn’t have to be linked to poverty and resistance.,TIN
37694,@USER Ok but please understand that I am not one of dubakoor mumtaj dubakoor army. I only support her for certain things. I get what you are saying and I don’t understand how she has survived from up to this point. For me she is not fit for title winner.,TIN
54005,@USER Trying to justify a death after the fact with a small amount of dope. Fuck. Stop fucking killing people. Get some damn gun control so cops don't feel like every house/apartment they go into could potentially have a gun. Scared people do unpredictable things.,UNT
26889,@USER We have the real facts......you suck pussy grabber MOTHER Fucker,TIN
68320,"@USER @USER You say you're part of the resistance so I'm fairly certain you are pro-gun control. My question to you is...Why would you want a government headed by this so called dictator"" to enact stricter gun control? I don't think that's an argument that'll get you very far.""",TIN
